,id,title,revenue,budget,revenue_per_budget,genres,production_companies,yearmonthday,yearmonth,year
114,246655,X-Men: Apocalypse,543934787,178000000,3.0558134101123597,Adventure,"The Donners' Company, Bad Hat Harry Productions, Genre Films, Hutch Parker Entertainment, 20th Century Fox, Marvel Entertainment, TSG Entertainment",20160518,201605,2016
114,246655,X-Men: Apocalypse,543934787,178000000,3.0558134101123597,Science Fiction,"The Donners' Company, Bad Hat Harry Productions, Genre Films, Hutch Parker Entertainment, 20th Century Fox, Marvel Entertainment, TSG Entertainment",20160518,201605,2016
114,246655,X-Men: Apocalypse,543934787,178000000,3.0558134101123597,Fantasy,"The Donners' Company, Bad Hat Harry Productions, Genre Films, Hutch Parker Entertainment, 20th Century Fox, Marvel Entertainment, TSG Entertainment",20160518,201605,2016
115,140300,Kung Fu Panda 3,521170825,145000000,3.594281551724138,Animation,"DreamWorks Animation, China Film Group Corporation, Oriental DreamWorks, Zhong Ming You Ying Film",20160123,201601,2016
115,140300,Kung Fu Panda 3,521170825,145000000,3.594281551724138,Action,"DreamWorks Animation, China Film Group Corporation, Oriental DreamWorks, Zhong Ming You Ying Film",20160123,201601,2016
115,140300,Kung Fu Panda 3,521170825,145000000,3.594281551724138,Adventure,"DreamWorks Animation, China Film Group Corporation, Oriental DreamWorks, Zhong Ming You Ying Film",20160123,201601,2016
115,140300,Kung Fu Panda 3,521170825,145000000,3.594281551724138,Comedy,"DreamWorks Animation, China Film Group Corporation, Oriental DreamWorks, Zhong Ming You Ying Film",20160123,201601,2016
115,140300,Kung Fu Panda 3,521170825,145000000,3.594281551724138,Family,"DreamWorks Animation, China Film Group Corporation, Oriental DreamWorks, Zhong Ming You Ying Film",20160123,201601,2016
116,313369,La La Land,509183536,30000000,16.972784533333332,Comedy,"Summit Entertainment, Gilbert Films, Impostor Pictures, Marc Platt Productions",20161201,201612,2016
116,313369,La La Land,509183536,30000000,16.972784533333332,Drama,"Summit Entertainment, Gilbert Films, Impostor Pictures, Marc Platt Productions",20161201,201612,2016
116,313369,La La Land,509183536,30000000,16.972784533333332,Romance,"Summit Entertainment, Gilbert Films, Impostor Pictures, Marc Platt Productions",20161201,201612,2016
116,313369,La La Land,509183536,30000000,16.972784533333332,Music,"Summit Entertainment, Gilbert Films, Impostor Pictures, Marc Platt Productions",20161201,201612,2016
117,68735,Warcraft,433677183,160000000,2.71048239375,Action,"Legendary Pictures, Atlas Entertainment, Blizzard Entertainment, Tencent Pictures, Huayi Brothers Pictures, Taihe Entertainment, China Film Group Corporation, Media Corporation, Taurus Film, Universal Pictures",20160525,201605,2016
117,68735,Warcraft,433677183,160000000,2.71048239375,Adventure,"Legendary Pictures, Atlas Entertainment, Blizzard Entertainment, Tencent Pictures, Huayi Brothers Pictures, Taihe Entertainment, China Film Group Corporation, Media Corporation, Taurus Film, Universal Pictures",20160525,201605,2016
117,68735,Warcraft,433677183,160000000,2.71048239375,Fantasy,"Legendary Pictures, Atlas Entertainment, Blizzard Entertainment, Tencent Pictures, Huayi Brothers Pictures, Taihe Entertainment, China Film Group Corporation, Media Corporation, Taurus Film, Universal Pictures",20160525,201605,2016
118,324668,Jason Bourne,415484914,120000000,3.4623742833333333,Action,"The Kennedy/Marshall Company, Captivate Entertainment, Pearl Street Films, Perfect World Pictures",20160727,201607,2016
118,324668,Jason Bourne,415484914,120000000,3.4623742833333333,Adventure,"The Kennedy/Marshall Company, Captivate Entertainment, Pearl Street Films, Perfect World Pictures",20160727,201607,2016
118,324668,Jason Bourne,415484914,120000000,3.4623742833333333,Thriller,"The Kennedy/Marshall Company, Captivate Entertainment, Pearl Street Films, Perfect World Pictures",20160727,201607,2016
119,278154,Ice Age: Collision Course,408579038,105000000,3.891228933333333,Adventure,"Blue Sky Studios, 20th Century Fox Animation, 20th Century Fox",20160623,201606,2016
119,278154,Ice Age: Collision Course,408579038,105000000,3.891228933333333,Animation,"Blue Sky Studios, 20th Century Fox Animation, 20th Century Fox",20160623,201606,2016
119,278154,Ice Age: Collision Course,408579038,105000000,3.891228933333333,Family,"Blue Sky Studios, 20th Century Fox Animation, 20th Century Fox",20160623,201606,2016
119,278154,Ice Age: Collision Course,408579038,105000000,3.891228933333333,Comedy,"Blue Sky Studios, 20th Century Fox Animation, 20th Century Fox",20160623,201606,2016
119,278154,Ice Age: Collision Course,408579038,105000000,3.891228933333333,Science Fiction,"Blue Sky Studios, 20th Century Fox Animation, 20th Century Fox",20160623,201606,2016
120,47933,Independence Day: Resurgence,389681935,165000000,2.3617086969696968,Action,"20th Century Fox, TSG Entertainment, Centropolis Entertainment, Stereo D",20160622,201606,2016
120,47933,Independence Day: Resurgence,389681935,165000000,2.3617086969696968,Adventure,"20th Century Fox, TSG Entertainment, Centropolis Entertainment, Stereo D",20160622,201606,2016
120,47933,Independence Day: Resurgence,389681935,165000000,2.3617086969696968,Science Fiction,"20th Century Fox, TSG Entertainment, Centropolis Entertainment, Stereo D",20160622,201606,2016
121,372058,Your Name.,358000000,3331232,107.46774766812999,Animation,"CoMix Wave Films, TOHO, KADOKAWA, jeki, AMUSE, voque ting, Lawson Entertainment",20160826,201608,2016
121,372058,Your Name.,358000000,3331232,107.46774766812999,Romance,"CoMix Wave Films, TOHO, KADOKAWA, jeki, AMUSE, voque ting, Lawson Entertainment",20160826,201608,2016
121,372058,Your Name.,358000000,3331232,107.46774766812999,Drama,"CoMix Wave Films, TOHO, KADOKAWA, jeki, AMUSE, voque ting, Lawson Entertainment",20160826,201608,2016
122,258489,The Legend of Tarzan,356743061,180000000,1.9819058944444445,Fantasy,"Village Roadshow Pictures, Dark Horse Entertainment, Beagle Pug Films, Jerry Weintraub Productions, RatPac Entertainment, Riche Productions, Warner Bros. Pictures",20160629,201606,2016
122,258489,The Legend of Tarzan,356743061,180000000,1.9819058944444445,Action,"Village Roadshow Pictures, Dark Horse Entertainment, Beagle Pug Films, Jerry Weintraub Productions, RatPac Entertainment, Riche Productions, Warner Bros. Pictures",20160629,201606,2016
122,258489,The Legend of Tarzan,356743061,180000000,1.9819058944444445,Adventure,"Village Roadshow Pictures, Dark Horse Entertainment, Beagle Pug Films, Jerry Weintraub Productions, RatPac Entertainment, Riche Productions, Warner Bros. Pictures",20160629,201606,2016
123,153518,The Angry Birds Movie,349779543,73000000,4.791500589041096,Animation,"Columbia Pictures, Rovio Entertainment, Rovio Animation",20160511,201605,2016
123,153518,The Angry Birds Movie,349779543,73000000,4.791500589041096,Adventure,"Columbia Pictures, Rovio Entertainment, Rovio Animation",20160511,201605,2016
123,153518,The Angry Birds Movie,349779543,73000000,4.791500589041096,Comedy,"Columbia Pictures, Rovio Entertainment, Rovio Animation",20160511,201605,2016
123,153518,The Angry Birds Movie,349779543,73000000,4.791500589041096,Family,"Columbia Pictures, Rovio Entertainment, Rovio Animation",20160511,201605,2016
124,136799,Trolls,347337803,125000000,2.778702424,Family,DreamWorks Animation,20161013,201610,2016
124,136799,Trolls,347337803,125000000,2.778702424,Animation,DreamWorks Animation,20161013,201610,2016
124,136799,Trolls,347337803,125000000,2.778702424,Fantasy,DreamWorks Animation,20161013,201610,2016
124,136799,Trolls,347337803,125000000,2.778702424,Adventure,DreamWorks Animation,20161013,201610,2016
124,136799,Trolls,347337803,125000000,2.778702424,Comedy,DreamWorks Animation,20161013,201610,2016
124,136799,Trolls,347337803,125000000,2.778702424,Music,DreamWorks Animation,20161013,201610,2016
125,188927,Star Trek Beyond,343471816,185000000,1.8566044108108108,Action,"Skydance Media, Paramount Pictures, Bad Robot, Perfect Storm Entertainment, Sneaky Shark",20160707,201607,2016
125,188927,Star Trek Beyond,343471816,185000000,1.8566044108108108,Adventure,"Skydance Media, Paramount Pictures, Bad Robot, Perfect Storm Entertainment, Sneaky Shark",20160707,201607,2016
125,188927,Star Trek Beyond,343471816,185000000,1.8566044108108108,Science Fiction,"Skydance Media, Paramount Pictures, Bad Robot, Perfect Storm Entertainment, Sneaky Shark",20160707,201607,2016
126,291805,Now You See Me 2,334897606,120000000,2.7908133833333335,Thriller,"Summit Entertainment, K/O Paper Products, TIK Films, Lionsgate",20160602,201606,2016
126,291805,Now You See Me 2,334897606,120000000,2.7908133833333335,Crime,"Summit Entertainment, K/O Paper Products, TIK Films, Lionsgate",20160602,201606,2016
127,311324,The Great Wall,331957105,150000000,2.213047366666667,Action,"Universal Pictures, Atlas Entertainment, Le Vision Pictures, China Film Group Corporation, Legendary Pictures, Legendary East",20161216,201612,2016
127,311324,The Great Wall,331957105,150000000,2.213047366666667,Adventure,"Universal Pictures, Atlas Entertainment, Le Vision Pictures, China Film Group Corporation, Legendary Pictures, Legendary East",20161216,201612,2016
127,311324,The Great Wall,331957105,150000000,2.213047366666667,Fantasy,"Universal Pictures, Atlas Entertainment, Le Vision Pictures, China Film Group Corporation, Legendary Pictures, Legendary East",20161216,201612,2016
128,259693,The Conjuring 2,322819915,40000000,8.070497875,Horror,"New Line Cinema, The Safran Company, Atomic Monster, RatPac Entertainment",20160608,201606,2016
129,173897,Resident Evil: The Final Chapter,312242626,40000000,7.80606565,Action,"Screen Gems, Constantin Film, Impact Pictures, Davis Films",20161223,201612,2016
129,173897,Resident Evil: The Final Chapter,312242626,40000000,7.80606565,Horror,"Screen Gems, Constantin Film, Impact Pictures, Davis Films",20161223,201612,2016
129,173897,Resident Evil: The Final Chapter,312242626,40000000,7.80606565,Science Fiction,"Screen Gems, Constantin Film, Impact Pictures, Davis Films",20161223,201612,2016
130,360814,Dangal,311000000,10400000,29.903846153846153,Drama,"Aamir Khan Productions, UTV Motion Pictures, Disney World Cinema",20161221,201612,2016
130,360814,Dangal,311000000,10400000,29.903846153846153,Family,"Aamir Khan Productions, UTV Motion Pictures, Disney World Cinema",20161221,201612,2016
130,360814,Dangal,311000000,10400000,29.903846153846153,Comedy,"Aamir Khan Productions, UTV Motion Pictures, Disney World Cinema",20161221,201612,2016
131,274870,Passengers,303144152,110000000,2.7558559272727274,Drama,"Columbia Pictures, Village Roadshow Pictures, Original Film, Company Films, Start Motion Pictures, LStar Capital, Wanda Pictures",20161221,201612,2016
131,274870,Passengers,303144152,110000000,2.7558559272727274,Romance,"Columbia Pictures, Village Roadshow Pictures, Original Film, Company Films, Start Motion Pictures, LStar Capital, Wanda Pictures",20161221,201612,2016
131,274870,Passengers,303144152,110000000,2.7558559272727274,Science Fiction,"Columbia Pictures, Village Roadshow Pictures, Original Film, Company Films, Start Motion Pictures, LStar Capital, Wanda Pictures",20161221,201612,2016
132,241259,Alice Through the Looking Glass,299457024,170000000,1.761511905882353,Adventure,"Legend3D, Walt Disney Pictures, Roth Films, Team Todd, Tim Burton Productions",20160525,201605,2016
132,241259,Alice Through the Looking Glass,299457024,170000000,1.761511905882353,Family,"Legend3D, Walt Disney Pictures, Roth Films, Team Todd, Tim Burton Productions",20160525,201605,2016
132,241259,Alice Through the Looking Glass,299457024,170000000,1.761511905882353,Fantasy,"Legend3D, Walt Disney Pictures, Roth Films, Team Todd, Tim Burton Productions",20160525,201605,2016
133,283366,Miss Peregrine's Home for Peculiar Children,296482446,110000000,2.6952949636363637,Fantasy,"Chernin Entertainment, Tim Burton Productions, TSG Entertainment, 20th Century Fox",20160927,201609,2016
133,283366,Miss Peregrine's Home for Peculiar Children,296482446,110000000,2.6952949636363637,Adventure,"Chernin Entertainment, Tim Burton Productions, TSG Entertainment, 20th Century Fox",20160927,201609,2016
133,283366,Miss Peregrine's Home for Peculiar Children,296482446,110000000,2.6952949636363637,Drama,"Chernin Entertainment, Tim Burton Productions, TSG Entertainment, 20th Century Fox",20160927,201609,2016
133,283366,Miss Peregrine's Home for Peculiar Children,296482446,110000000,2.6952949636363637,Family,"Chernin Entertainment, Tim Burton Productions, TSG Entertainment, 20th Century Fox",20160927,201609,2016
133,283366,Miss Peregrine's Home for Peculiar Children,296482446,110000000,2.6952949636363637,Thriller,"Chernin Entertainment, Tim Burton Productions, TSG Entertainment, 20th Century Fox",20160927,201609,2016
134,308531,Teenage Mutant Ninja Turtles: Out of the Shadows,245623848,135000000,1.8194359111111111,Action,"5150 Action, Paramount Pictures, Nickelodeon Movies, Platinum Dunes, Gama Entertainment Partners",20160601,201606,2016
134,308531,Teenage Mutant Ninja Turtles: Out of the Shadows,245623848,135000000,1.8194359111111111,Adventure,"5150 Action, Paramount Pictures, Nickelodeon Movies, Platinum Dunes, Gama Entertainment Partners",20160601,201606,2016
134,308531,Teenage Mutant Ninja Turtles: Out of the Shadows,245623848,135000000,1.8194359111111111,Comedy,"5150 Action, Paramount Pictures, Nickelodeon Movies, Platinum Dunes, Gama Entertainment Partners",20160601,201606,2016
134,308531,Teenage Mutant Ninja Turtles: Out of the Shadows,245623848,135000000,1.8194359111111111,Family,"5150 Action, Paramount Pictures, Nickelodeon Movies, Platinum Dunes, Gama Entertainment Partners",20160601,201606,2016
134,308531,Teenage Mutant Ninja Turtles: Out of the Shadows,245623848,135000000,1.8194359111111111,Science Fiction,"5150 Action, Paramount Pictures, Nickelodeon Movies, Platinum Dunes, Gama Entertainment Partners",20160601,201606,2016
135,363676,Sully,240800000,60000000,4.013333333333334,Drama,"Warner Bros. Pictures, Malpaso Productions, RatPac Entertainment, Flashlight Films, The Kennedy/Marshall Company, Village Roadshow Pictures",20160907,201609,2016
135,363676,Sully,240800000,60000000,4.013333333333334,History,"Warner Bros. Pictures, Malpaso Productions, RatPac Entertainment, Flashlight Films, The Kennedy/Marshall Company, Village Roadshow Pictures",20160907,201609,2016
136,121856,Assassin's Creed,240700000,125000000,1.9256,Action,"New Regency Pictures, The Kennedy/Marshall Company, Ubisoft Film & Television, DMC Film",20161221,201612,2016
136,121856,Assassin's Creed,240700000,125000000,1.9256,Adventure,"New Regency Pictures, The Kennedy/Marshall Company, Ubisoft Film & Television, DMC Film",20161221,201612,2016
136,121856,Assassin's Creed,240700000,125000000,1.9256,Science Fiction,"New Regency Pictures, The Kennedy/Marshall Company, Ubisoft Film & Television, DMC Film",20161221,201612,2016
137,381284,Hidden Figures,235957472,25000000,9.43829888,Drama,"Fox 2000 Pictures, Levantine Films, Chernin Entertainment",20161210,201612,2016
137,381284,Hidden Figures,235957472,25000000,9.43829888,History,"Fox 2000 Pictures, Levantine Films, Chernin Entertainment",20161210,201612,2016
138,43074,Ghostbusters,229147509,144000000,1.5913021458333334,Action,"Ghost Corps, Columbia Pictures, Village Roadshow Pictures, LStar Capital, Feigco Entertainment, Pascal Pictures, The Montecito Picture Company",20160714,201607,2016
138,43074,Ghostbusters,229147509,144000000,1.5913021458333334,Fantasy,"Ghost Corps, Columbia Pictures, Village Roadshow Pictures, LStar Capital, Feigco Entertainment, Pascal Pictures, The Montecito Picture Company",20160714,201607,2016
138,43074,Ghostbusters,229147509,144000000,1.5913021458333334,Comedy,"Ghost Corps, Columbia Pictures, Village Roadshow Pictures, LStar Capital, Feigco Entertainment, Pascal Pictures, The Montecito Picture Company",20160714,201607,2016
139,207932,Inferno,220021259,75000000,2.9336167866666667,Mystery,"Columbia Pictures, Imagine Entertainment",20161013,201610,2016
139,207932,Inferno,220021259,75000000,2.9336167866666667,Thriller,"Columbia Pictures, Imagine Entertainment",20161013,201610,2016
139,207932,Inferno,220021259,75000000,2.9336167866666667,Action,"Columbia Pictures, Imagine Entertainment",20161013,201610,2016
140,302699,Central Intelligence,216972543,50000000,4.33945086,Action,"New Line Cinema, Bluegrass Films, RatPac Entertainment, Principato-Young Entertainment, Perfect World Pictures",20160615,201606,2016
140,302699,Central Intelligence,216972543,50000000,4.33945086,Comedy,"New Line Cinema, Bluegrass Films, RatPac Entertainment, Principato-Young Entertainment, Perfect World Pictures",20160615,201606,2016
141,95610,Bridget Jones's Baby,211952420,35000000,6.055783428571429,Drama,"StudioCanal, Working Title Films",20160914,201609,2016
141,95610,Bridget Jones's Baby,211952420,35000000,6.055783428571429,Comedy,"StudioCanal, Working Title Films",20160914,201609,2016
141,95610,Bridget Jones's Baby,211952420,35000000,6.055783428571429,Romance,"StudioCanal, Working Title Films",20160914,201609,2016
142,296096,Me Before You,207945075,20000000,10.39725375,Drama,"New Line Cinema, Sunswept Entertainment, Metro-Goldwyn-Mayer",20160601,201606,2016
142,296096,Me Before You,207945075,20000000,10.39725375,Romance,"New Line Cinema, Sunswept Entertainment, Metro-Goldwyn-Mayer",20160601,201606,2016
143,267860,London Has Fallen,205754447,60000000,3.4292407833333334,Action,"Millennium Media, Gramercy Pictures, G-BASE, LHF Film, Nu Boyana Film Studios",20160302,201603,2016
143,267860,London Has Fallen,205754447,60000000,3.4292407833333334,Thriller,"Millennium Media, Gramercy Pictures, G-BASE, LHF Film, Nu Boyana Film Studios",20160302,201603,2016
144,329865,Arrival,203388186,47000000,4.327408212765958,Drama,"FilmNation Entertainment, Lava Bear Films, 21 Laps Entertainment",20161110,201611,2016
144,329865,Arrival,203388186,47000000,4.327408212765958,Science Fiction,"FilmNation Entertainment, Lava Bear Films, 21 Laps Entertainment",20161110,201611,2016
144,329865,Arrival,203388186,47000000,4.327408212765958,Mystery,"FilmNation Entertainment, Lava Bear Films, 21 Laps Entertainment",20161110,201611,2016
145,267935,The BFG,195243411,140000000,1.3945957928571429,Adventure,"Walt Disney Pictures, Amblin Entertainment, Reliance Entertainment, Walden Media, The Kennedy/Marshall Company, The Roald Dahl Story Company",20160601,201606,2016
145,267935,The BFG,195243411,140000000,1.3945957928571429,Family,"Walt Disney Pictures, Amblin Entertainment, Reliance Entertainment, Walden Media, The Kennedy/Marshall Company, The Roald Dahl Story Company",20160601,201606,2016
145,267935,The BFG,195243411,140000000,1.3945957928571429,Fantasy,"Walt Disney Pictures, Amblin Entertainment, Reliance Entertainment, Walden Media, The Kennedy/Marshall Company, The Roald Dahl Story Company",20160601,201606,2016
146,381902,The Monkey King 2,193677158,68490000,2.8278165863629727,Action,Filmko Pictures,20160122,201601,2016
146,381902,The Monkey King 2,193677158,68490000,2.8278165863629727,Adventure,Filmko Pictures,20160122,201601,2016
146,381902,The Monkey King 2,193677158,68490000,2.8278165863629727,Fantasy,Filmko Pictures,20160122,201601,2016
147,372399,A Aa,189432924,87933055,2.154285712011257,Family,Haarika & Hassine Creations,20160602,201606,2016
147,372399,A Aa,189432924,87933055,2.154285712011257,Comedy,Haarika & Hassine Creations,20160602,201606,2016
147,372399,A Aa,189432924,87933055,2.154285712011257,Romance,Haarika & Hassine Creations,20160602,201606,2016
147,372399,A Aa,189432924,87933055,2.154285712011257,Drama,Haarika & Hassine Creations,20160602,201606,2016
148,332210,Storks,182379278,70000000,2.605418257142857,Adventure,"RatPac Entertainment, Warner Animation Group, Warner Bros. Pictures",20160922,201609,2016
148,332210,Storks,182379278,70000000,2.605418257142857,Animation,"RatPac Entertainment, Warner Animation Group, Warner Bros. Pictures",20160922,201609,2016
148,332210,Storks,182379278,70000000,2.605418257142857,Comedy,"RatPac Entertainment, Warner Animation Group, Warner Bros. Pictures",20160922,201609,2016
148,332210,Storks,182379278,70000000,2.605418257142857,Family,"RatPac Entertainment, Warner Animation Group, Warner Bros. Pictures",20160922,201609,2016
149,376659,Bad Moms,183936074,20000000,9.1968037,Comedy,"STXfilms, Huayi Brothers Pictures, BillBlock Media, Suzanne Todd Productions",20160728,201607,2016
150,181808,Star Wars: The Last Jedi,1332698830,200000000,6.66349415,Adventure,Lucasfilm Ltd.,20171213,201712,2017
150,181808,Star Wars: The Last Jedi,1332698830,200000000,6.66349415,Action,Lucasfilm Ltd.,20171213,201712,2017
150,181808,Star Wars: The Last Jedi,1332698830,200000000,6.66349415,Science Fiction,Lucasfilm Ltd.,20171213,201712,2017
151,321612,Beauty and the Beast,1266115964,160000000,7.913224775,Family,"Walt Disney Pictures, Mandeville Films",20170316,201703,2017
151,321612,Beauty and the Beast,1266115964,160000000,7.913224775,Fantasy,"Walt Disney Pictures, Mandeville Films",20170316,201703,2017
151,321612,Beauty and the Beast,1266115964,160000000,7.913224775,Romance,"Walt Disney Pictures, Mandeville Films",20170316,201703,2017
152,337339,The Fate of the Furious,1236000000,250000000,4.944,Action,"Original Film, One Race, Universal Pictures",20170412,201704,2017
152,337339,The Fate of the Furious,1236000000,250000000,4.944,Crime,"Original Film, One Race, Universal Pictures",20170412,201704,2017
152,337339,The Fate of the Furious,1236000000,250000000,4.944,Thriller,"Original Film, One Race, Universal Pictures",20170412,201704,2017
153,324852,Despicable Me 3,1034800131,80000000,12.9350016375,Action,"Illumination, Universal Pictures",20170615,201706,2017
153,324852,Despicable Me 3,1034800131,80000000,12.9350016375,Animation,"Illumination, Universal Pictures",20170615,201706,2017
153,324852,Despicable Me 3,1034800131,80000000,12.9350016375,Comedy,"Illumination, Universal Pictures",20170615,201706,2017
153,324852,Despicable Me 3,1034800131,80000000,12.9350016375,Family,"Illumination, Universal Pictures",20170615,201706,2017
153,324852,Despicable Me 3,1034800131,80000000,12.9350016375,Adventure,"Illumination, Universal Pictures",20170615,201706,2017
154,353486,Jumanji: Welcome to the Jungle,995339117,90000000,11.059323522222222,Adventure,"Matt Tolmach Productions, Seven Bucks Productions, Columbia Pictures",20171209,201712,2017
154,353486,Jumanji: Welcome to the Jungle,995339117,90000000,11.059323522222222,Comedy,"Matt Tolmach Productions, Seven Bucks Productions, Columbia Pictures",20171209,201712,2017
154,353486,Jumanji: Welcome to the Jungle,995339117,90000000,11.059323522222222,Fantasy,"Matt Tolmach Productions, Seven Bucks Productions, Columbia Pictures",20171209,201712,2017
154,353486,Jumanji: Welcome to the Jungle,995339117,90000000,11.059323522222222,Action,"Matt Tolmach Productions, Seven Bucks Productions, Columbia Pictures",20171209,201712,2017
154,353486,Jumanji: Welcome to the Jungle,995339117,90000000,11.059323522222222,Family,"Matt Tolmach Productions, Seven Bucks Productions, Columbia Pictures",20171209,201712,2017
155,315635,Spider-Man: Homecoming,880166924,175000000,5.02952528,Action,"Marvel Studios, Pascal Pictures, LStar Capital, Columbia Pictures",20170705,201707,2017
155,315635,Spider-Man: Homecoming,880166924,175000000,5.02952528,Adventure,"Marvel Studios, Pascal Pictures, LStar Capital, Columbia Pictures",20170705,201707,2017
155,315635,Spider-Man: Homecoming,880166924,175000000,5.02952528,Science Fiction,"Marvel Studios, Pascal Pictures, LStar Capital, Columbia Pictures",20170705,201707,2017
156,452557,Wolf Warrior 2,870322670,29700000,29.303793602693602,War,"Spring Era Film Company, Beijing Century Media Culture, Chao Feng Pictures, Orange Image, Beijing Culture, DF Pictures",20170727,201707,2017
156,452557,Wolf Warrior 2,870322670,29700000,29.303793602693602,Action,"Spring Era Film Company, Beijing Century Media Culture, Chao Feng Pictures, Orange Image, Beijing Culture, DF Pictures",20170727,201707,2017
157,283995,Guardians of the Galaxy Vol. 2,863756051,200000000,4.318780255,Science Fiction,Marvel Studios,20170419,201704,2017
157,283995,Guardians of the Galaxy Vol. 2,863756051,200000000,4.318780255,Adventure,Marvel Studios,20170419,201704,2017
157,283995,Guardians of the Galaxy Vol. 2,863756051,200000000,4.318780255,Action,Marvel Studios,20170419,201704,2017
158,284053,Thor: Ragnarok,855301806,180000000,4.7516767,Action,Marvel Studios,20171002,201710,2017
158,284053,Thor: Ragnarok,855301806,180000000,4.7516767,Adventure,Marvel Studios,20171002,201710,2017
158,284053,Thor: Ragnarok,855301806,180000000,4.7516767,Science Fiction,Marvel Studios,20171002,201710,2017
159,297762,Wonder Woman,823970682,149000000,5.530004577181208,Action,"Atlas Entertainment, Cruel & Unusual Films, DC Films",20170530,201705,2017
159,297762,Wonder Woman,823970682,149000000,5.530004577181208,Adventure,"Atlas Entertainment, Cruel & Unusual Films, DC Films",20170530,201705,2017
159,297762,Wonder Woman,823970682,149000000,5.530004577181208,Fantasy,"Atlas Entertainment, Cruel & Unusual Films, DC Films",20170530,201705,2017
160,354912,Coco,814641172,175000000,4.655092411428571,Family,Pixar,20171027,201710,2017
160,354912,Coco,814641172,175000000,4.655092411428571,Animation,Pixar,20171027,201710,2017
160,354912,Coco,814641172,175000000,4.655092411428571,Music,Pixar,20171027,201710,2017
160,354912,Coco,814641172,175000000,4.655092411428571,Adventure,Pixar,20171027,201710,2017
161,166426,Pirates of the Caribbean: Dead Men Tell No Tales,795922298,230000000,3.4605317304347825,Adventure,"Walt Disney Pictures, Jerry Bruckheimer Films, Infinitum Nihil",20170523,201705,2017
161,166426,Pirates of the Caribbean: Dead Men Tell No Tales,795922298,230000000,3.4605317304347825,Action,"Walt Disney Pictures, Jerry Bruckheimer Films, Infinitum Nihil",20170523,201705,2017
161,166426,Pirates of the Caribbean: Dead Men Tell No Tales,795922298,230000000,3.4605317304347825,Fantasy,"Walt Disney Pictures, Jerry Bruckheimer Films, Infinitum Nihil",20170523,201705,2017
162,346364,It,704242888,35000000,20.121225371428572,Horror,"New Line Cinema, Vertigo Entertainment, Lin Pictures, KatzSmith Productions",20170906,201709,2017
162,346364,It,704242888,35000000,20.121225371428572,Thriller,"New Line Cinema, Vertigo Entertainment, Lin Pictures, KatzSmith Productions",20170906,201709,2017
163,141052,Justice League,661326987,300000000,2.20442329,Action,"RatPac Entertainment, Cruel & Unusual Films, Atlas Entertainment, Warner Bros. Pictures, DC Films",20171115,201711,2017
163,141052,Justice League,661326987,300000000,2.20442329,Adventure,"RatPac Entertainment, Cruel & Unusual Films, Atlas Entertainment, Warner Bros. Pictures, DC Films",20171115,201711,2017
163,141052,Justice League,661326987,300000000,2.20442329,Science Fiction,"RatPac Entertainment, Cruel & Unusual Films, Atlas Entertainment, Warner Bros. Pictures, DC Films",20171115,201711,2017
164,263115,Logan,619021436,97000000,6.381664288659794,Action,"Hutch Parker Entertainment, The Donners' Company, Genre Films, 20th Century Fox, Marvel Entertainment, TSG Entertainment",20170228,201702,2017
164,263115,Logan,619021436,97000000,6.381664288659794,Drama,"Hutch Parker Entertainment, The Donners' Company, Genre Films, 20th Century Fox, Marvel Entertainment, TSG Entertainment",20170228,201702,2017
164,263115,Logan,619021436,97000000,6.381664288659794,Science Fiction,"Hutch Parker Entertainment, The Donners' Company, Genre Films, 20th Century Fox, Marvel Entertainment, TSG Entertainment",20170228,201702,2017
165,335988,Transformers: The Last Knight,605425157,217000000,2.78997768202765,Action,"Paramount Pictures, di Bonaventura Pictures, Ian Bryce Productions, DeSanto/Murphy Productions, Hasbro",20170616,201706,2017
165,335988,Transformers: The Last Knight,605425157,217000000,2.78997768202765,Adventure,"Paramount Pictures, di Bonaventura Pictures, Ian Bryce Productions, DeSanto/Murphy Productions, Hasbro",20170616,201706,2017
165,335988,Transformers: The Last Knight,605425157,217000000,2.78997768202765,Science Fiction,"Paramount Pictures, di Bonaventura Pictures, Ian Bryce Productions, DeSanto/Murphy Productions, Hasbro",20170616,201706,2017
166,293167,Kong: Skull Island,566652812,185000000,3.062988172972973,Action,"Legendary Pictures, Tencent Pictures",20170308,201703,2017
166,293167,Kong: Skull Island,566652812,185000000,3.062988172972973,Adventure,"Legendary Pictures, Tencent Pictures",20170308,201703,2017
166,293167,Kong: Skull Island,566652812,185000000,3.062988172972973,Fantasy,"Legendary Pictures, Tencent Pictures",20170308,201703,2017
167,295693,The Boss Baby,527965936,125000000,4.223727488,Animation,DreamWorks Animation,20170323,201703,2017
167,295693,The Boss Baby,527965936,125000000,4.223727488,Comedy,DreamWorks Animation,20170323,201703,2017
167,295693,The Boss Baby,527965936,125000000,4.223727488,Family,DreamWorks Animation,20170323,201703,2017
168,374720,Dunkirk,527000000,150000000,3.513333333333333,War,"Warner Bros. Pictures, Syncopy, Dombey Street Productions",20170719,201707,2017
168,374720,Dunkirk,527000000,150000000,3.513333333333333,Action,"Warner Bros. Pictures, Syncopy, Dombey Street Productions",20170719,201707,2017
168,374720,Dunkirk,527000000,150000000,3.513333333333333,Drama,"Warner Bros. Pictures, Syncopy, Dombey Street Productions",20170719,201707,2017
